followers,n
1055126929068695700,21
1055131584565862400,12
1055135890551590900,11
1055147000302313500,11
1055148852376932500,66
1055155076086538200,10
1055159971535601800,11
1055165239476523e3,10
1055165594817957900,25
1055166063346942e3,32
1055168272654577800,38
1055174423781761e3,15
1055174764967461e3,122
1055177582314958700,13
1055185949985005600,11
1055213448357953400,10
1055218657595457400,216
1055219649309229e3,65
1055311875800473600,31
1055350749692117e3,14
1055357585937887200,37
1055359102216560600,26
1055372916404183e3,15
1055374791891447800,16
1055377273363329e3,11
1055386136569352200,40
1055414145913360400,49
1055420404725096300,93
1055420831034232800,11
1055427595037221e3,24
1055444443313135600,10
1055447466043154400,43
1055448070333308900,56
1.0554511780903281e+18,10
1055451819294507e3,24
1055459424943464300,19
1055474885059887100,43
1055481297634803700,41
1055491867809341400,15
1055499509218848800,15
1055508646589853700,26
1055524168593236e3,14
1055535619215122400,13
1055540895653810200,10
1055547616786833400,10
1055547911633801200,22
1055548200159973400,11
1055548809378492400,63
1055553274764501e3,11
1055585484007792600,13
1.0555870584362639e+18,13
1055590473442713600,211
1055593359786602500,20
1055617323921477600,38
1055644744649527300,10
1055693793348018200,12
1055767450862710800,11
1055770238627799e3,10
1055772601119846400,16
1055789679864414200,108
1055806912887996400,18
1055808264687050900,10
1055812008057159700,42
1.0558156997787279e+18,21
1055819779452387300,10
1055829635936731e3,17
1055831063661084700,18
1055835959072305300,11
1055840905029185400,18
1055844592782885e3,16
1055852711432933400,46
1055859907948372e3,21
1055867457087434900,24
1055881604055396500,15
1055914338815541100,10
1055919617166729200,38
1055919914043801600,10
1055958757413400600,11
1055962296315506700,23
1055979630149157e3,63
1056039828054310900,22
1056058920291188600,15
1056068874838384600,24
1056078389910626300,13
1056079074601381900,343
1056121436224569300,12
1056124444190629900,36
1056163255389995e3,28
1056173348969947e3,33
1056182006411857900,17
1056200835401744400,31
1056215963618762900,20
1056224289156931600,34
1056229394891632600,11
1056231981414015e3,12
1056240981446672400,69
1056246360058552300,67
1056247266405687300,16
1056248307822088200,16
1056269177844047900,11
1056278032175034400,12
1056286259805646700,14
1056288277651693600,14
1056300038559879200,13
1056302963323478e3,30
1056305350352224300,10
1056305534243102700,23
1056313785726758900,18
1056316258348687400,10
1056317058009440300,50
1056326191500746900,42
1056338780678971400,11
1056345752975409300,10
1056375210285379600,29
1056376819988029400,10
1056389446466199700,11
1056404916510621700,39
1056452703990235e3,20
1056462716116852600,43
1056463467752943600,15
1056463652784664600,43
1056466073615298600,15
1056479367554056200,23
1056480620577284100,15
1056491966488293400,17
1056496084833439700,49
1056497207573205e3,10
1056498917725081600,12
1056501926328782700,15
1056510519430012900,34
1056531321860825100,10
1056551618467057800,21
1056553585713074200,10
1056557517722001400,11
1056568308802244600,45
1056573831752675300,75
1056576551733653500,85
1056606204812804100,26
1056610049190178800,27
1056617314068631700,15
1056623495298379800,126
1056626925588922400,211
1056634334684344300,18
1056635363190554600,13
1056645610479198200,11
1056651426057855e3,17
1056669347635257300,11
1056679564448030700,10
1056681778205917200,28
1056797589104934900,17
1056803932754853900,11
1056823555378331500,51
1056836500560756600,36
1056850839120343e3,160
1056851690362671100,213
1056854022882254700,11
1056854563150536700,13
1056858218968825900,12
1056859548286439400,17
1056867896503271400,14
1056869935794806800,16
1056873254747627500,12
1056878362822615e3,14
1056891103813816300,21
1056898665485361300,16
1056903145169805300,21
1056905980796133400,44
1056913697388535800,17
1056915043575648300,36
1056916964428386300,12
1056918287894884500,14
1056920847611543700,11
1056924993865564200,20
1056925031811424300,10
1056925954071818200,81
1056926438480322600,244
1056930051437015e3,12
1056938801027788800,28
1056941974526349300,10
1056952263011377300,11
1056963484230082600,22
1056963562684461e3,103
1.0569661859910001e+18,13
1056967673328926700,12
1056985946250494e3,10
1057001090250612600,17
1057006939794759700,16
1057038300312203400,15
1057048237885005800,15
1057067373776257e3,15
1057111508122042400,40
1057115902544699400,22
1057117501606322200,40
1057164477353877500,22
1057169525735673900,12
1057171205327863800,21
1057173932757913600,58
1057175542309490700,32
1057178172029128700,16
1057186044876111900,10
1057192793733582700,13
1057208207268110200,10
1057208440609783800,64
1057208942294679700,27
1057209612896739300,17
1057209823060783100,10
1057213966122999800,49
1057217598427934700,53
1057222604552110100,14
1057245557842948100,13
1057248624185409400,11
1057264053498851300,19
1057265106206253e3,29
1.0572678407456399e+18,13
1057268571364057100,21
1057274631265095700,15
1057281283154497400,65
1057285177595097100,13
1057288453291958300,10
1057290862890229800,101
1057292076252053500,61
1057295175607820300,20
1057299844644196500,17
1057317130209779700,11
1057323449910222700,13
1057329211868962800,25
1057334028032974700,10
1057334043656753300,30
1057342110876295200,119
1057361850252386300,27
1057368939645276200,17
1057369914913288200,20
1057380069730107400,15
1.0574048820916879e+18,11
1057406066894368800,30
1057408635897299e3,11
1057421074957287400,52
1057441440438075400,19
1057453208455409800,17
1057547503795609600,10
1057552225378148500,74
1057560941334814700,61
1057564714522284e3,12
1057569834798669800,10
1057573290724786200,21
1057574559443046400,14
1057609826644181e3,14
1057616093227958300,36
1057622406460829700,35
1057632300886777900,14
1057634961623150600,25
1057653537373597700,15
1057665610220531700,35
1057669947839668200,11
1057671287915593700,97
1057680873171095700,30
1057681559254376300,11
1057682056807940100,101
1057685636289826800,14
1057695574135357400,18
1057709562583760900,67
1057717315901501400,10
1057719494209163400,13
1057719614061338600,26
1057738086682116100,11
1057739246864400400,15
1057739644522115100,13
1057745835885297800,28
1057933783587057800,11
1057958003566133100,34
1057958302406099e3,10
1057958398455623700,10
1057971122124308500,47
1057971357508685800,28
1057992592095412200,167
1058000407732084600,17
1058002880152580100,150
1058012846804664300,14
1058014054357364600,16
1058015783895359500,100
1058024971010760700,14
1058025433072058400,33
1058037942512427e3,10
1058041901667020800,75
1058050405307957100,15
1058052666595647500,105
1058057947274768400,27
1058058607563022200,12
1058070260866265100,15
1058092862334779400,18
1058100335238094700,11
1058101483667898400,13
1058110449072422900,12
1058112922629607400,24
1058113259495153800,12
1058134397730385900,11
1058185560504852500,14
1058190767833997300,33
1058201159595446300,21
1058247136003842e3,10
1058253124643614700,17
1058257656022917100,49
1058280509913079800,23
1058310652866019300,11
1058314740764762100,10
1058318602259062800,379
1058325519509401600,17
1058333241973919700,19
1058356784950403100,25
1058392559830089700,11
1058396462181220500,21
1058402410153082900,37
1058417378952970200,21
1058426323037835400,23
1058432457026998300,11
1058437442980720600,27
1058438436057727e3,14
1058439074447585300,13
1058462304801579e3,16
1058463565064089600,18
1058467734156177400,10
1058468077086691300,85
1058470145235001300,11
1058486128624521200,12
1058490914010787800,16
1058496597133287400,30
1058497916426469400,10
1058508026393645e3,13
1058589163572916200,15
1058608552829427700,26
1058632459917684600,36
1058638207309566e3,10
1058641761290125300,22
1058660416199503900,15
1058661474044907500,50
1058666969006858200,26
1058670635830911e3,82
1058673741327155200,14
1058699636028960800,10
1058706110197231600,25
1058708328027697300,11
1058708582777217e3,11
1058722929830174700,16
1058728205841023e3,10
1058740022130679800,27
1058743949676986400,18
1058747109527175200,12
1058749805546143700,13
1058754639921901600,28
1058756403928727700,16
1058761958978187400,13
1058762903430594600,10
1058767087768870900,57
1058776394832977900,26
1058781240260771800,15
1058782081721999400,16
1058791327863894e3,47
1058791934590902300,14
1058792815205998600,15
1058800942143955e3,27
1058801544215310200,17
1058802696596193300,12
1058804691109318700,10
1058808286445756400,162
1058809187789164500,15
1058839131772649500,23
1058881106043433e3,19
1058954002057044e3,13
1058989633630015500,11
1058990285622050800,13
1058997074316980200,10
1059004167287726100,13
1059008382554775700,26
1059015274119205e3,171
1059021794374549500,37
1059025723392974700,24
1059030726270693400,10
1059034986710556700,11
1059044311440998400,13
1059046838802751500,31
1059057538233262100,12
1.0590604915474801e+18,12
1059061876003356700,15
1059064670303252500,150
1059071038221414400,15
1059078591479234600,11
1059080908664434700,27
1.0590952279176561e+18,73
1059117912596848600,10
1059123932547215400,10
1059126835928277e3,11
1059132816653516800,15
1059143435326758900,14
1059149028808687600,32
1059174447914074100,13
1059174856493883400,14
1059188036028768300,21
1059202480402243600,22
1059227141265600500,49
1059230638295998600,31
1059270928373350400,13
1059286710201319400,19
1059345876798398600,268
1059359078173065200,16
1059390701409067e3,58
1059392141590442e3,13
1059395259816468500,12
1059404533330272300,18
1059420508163326e3,40
1059422447903084500,32
1059427597510234100,14
1059433425000652800,38
1059438020343070700,13
1059441642845978600,14
1059443009308295200,10
1059448350905315300,12
1059454135286857700,691
1059458072018649100,14
1059463477494997e3,10
1059471286311809e3,15
1059482623205093400,10
1059502954905063400,13
1059510684931764200,19
1059511681544605700,22
1059515814569828500,30
1059517568476692500,12
1059525173009883e3,12
1059526105420517400,11
1059531334467706900,81
1059538188367286300,17
1059540799816384500,10
1059544945751658500,22
1059552770360033300,10
1059555824501174300,20
1059557694141538300,10
1059585710628446200,12
1059587538665521300,11
1059605586055229400,13
1059628786336104300,11
1059724389925744600,10
1059728567993548800,53
1059739057310363500,11
1059755199198314500,27
1059761142472556500,33
1059761815247298600,17
1059789187849818100,12
1059799897329799200,10
1059802146592485400,153
1059802765172596600,23
1059813555988586500,45
1059825989788799e3,11
1059834046795137e3,11
1059834829599113200,11
1059844615484989400,37
1059844726935969800,18
1059845874036158600,15
1059848952592384e3,11
1059852764556210200,12
1059856088412102700,40
1059877914949443600,45
1059893520553652200,16
1059916499375308800,36
1059945530292342800,14
1059947487543353300,14
1059971546146578400,195
1060000731728617500,21
1060003545850638200,30
1060004861503332500,46
1060045500496441300,45
1060068760961384300,12
1060077821970788500,11
106008371891055e4,10
1060091486577008600,65
1060118373097447400,12
1060123594058055700,14
1060133219222388600,74
1060137834970050600,114
1060140065010139e3,18
1060143710489460600,42
1060151737758163e3,25
1060154237978521600,34
1060176899115270100,12
1060180217577246700,16
1060180451636195300,10
1060183280794943500,10
1060187685153849300,33
1060188848750243800,20
1060211307109122e3,34
1060234280939470700,13
1060237479041732600,154
1060260084629029e3,10
1060261748710752300,302
1060270402956656600,22
1060279132876144600,12
1060283756299386900,12
1060287686999715800,53
1060293475319595e3,22
1060295709914816500,35
1060300264383635500,18
1060301396501823500,29
1060311259978088300,10
1060319797618065400,11
1060345416884125700,22
1060358539410071700,17
1060363391913652200,27
1060401384942682100,29
1060441354650685400,74
1060448717969522700,130
1060459852542160900,22
1060461663265177600,15
1060466265117130900,13
1060471694064795500,10
1060506880391430100,54
1060512852694437900,11
1060520202734129300,10
1060523394846859400,16
1060523440862568300,10
1060523787949654e3,24
1060526717809422200,16
1060559747315892200,22
1060560007077511200,13
1060561214265266200,14
1060563043791331300,14
1060573400693915500,15
1060583395875528700,11
1060587302689345400,11
1060589794697404400,31
1060592846900813800,12
1060594722404741100,14
1060599685109432300,28
1060603684655169400,13
1060612885297201300,10
1060613386143195e3,10
1060627090444353400,42
1060645939524890600,27
1060651252059652100,13
1060652330427842600,75
1060660689415618600,10
1060661693473271800,12
1.0606821228711281e+18,29
1060708042499534700,31
1060770804194033800,21
1060779501410570200,10
1060812734495887400,23
1060814069794594800,11
1060829171985858600,13
1060837236118339600,37
1060843650752659500,18
1060845452478824300,20
1060846918597775400,14
1060858845860429800,18
1060870364358721400,28
1060873161435201400,10
1060882936881393800,17
1060883362481668100,14
1060884335795015700,36
1060884765874774e3,19
1060888416156635e3,63
1060893954026209300,16
1060911979207016300,11
1060914408174600200,24
1060919808831746e3,55
1060922260519899e3,12
1060950960397258900,10
1060953779137318900,18
1060954851214049300,97
1060960638942490600,15
1060962436130443400,34
1060963504369426400,14
1060971538265063400,13
1060972787660132500,10
1060975065490247700,17
1060983955510444e3,48
1060985753537310700,25
1060998327301496800,12
1060998834837512200,14
1061013471322611700,12
1.0610168834476401e+18,20
1061020176035049500,11
1061027714642178e3,11
1061033502156693500,43
1061044087753711600,11
1061058266745192300,12
1061061594438922200,15
1.0611041372895601e+18,19
1061117722057211900,52
1061146795701612500,12
1061162825484300300,12
1061181264626098200,10
