followers,n
1041749656538177400,11
1041768370020995100,13
1041786391649284100,23
1041790918733582200,79
1041794785319825400,15
1041795232382238700,98
1041796392283459600,157
1041807961998458900,11
1041809697949577200,42
1041823663580999700,10
1041826549337649300,10
1041832722765963400,17
1041943916772290600,104
1041961625048293400,13
1041962855023747100,13
1041968773899739e3,191
1041970591081869300,109
1041975884222218200,20
1041976599837651e3,21
1041984790268981100,27
1041985358911692800,12
1041992554269601800,10
1041994365332324500,184
1041996440954970100,17
1041996784317489300,18
1042014725645787e3,22
1042019718121570300,16
1042021597215957e3,25
1042024258719936500,10
1042029636513873900,10
1042032082317455400,42
1042032497356361700,41
1042032767914201100,17
1042040486322741100,46
1042043860594110600,156
1042047030321971200,22
1042048448390946800,10
1042051904552034300,17
1042052985604517900,89
1.0420569082098319e+18,12
1042059035732791300,16
1042060279633379300,25
1042062956538875900,32
1042067667421749100,10
1042070512107757600,13
1042074891615461400,11
1042086861559226400,15
1042088348087709700,28
1042101616307003400,12
1042107162443624300,14
1042111137184133100,16
1042117177099341800,14
1042140667718377500,20
1042151290892156900,14
1042162678733701100,63
104216572667571e4,13
1042170966703521800,24
1042173996106764300,10
1042178283553673200,11
1042197217988300800,32
1042235152653537300,18
1042272824264675300,16
1042278048891117600,10
1042286736683032600,22
1042294717596270600,10
1042301059253915500,66
1042327125414555500,10
1042340198581981200,29
1042342315925352300,10
1042346187637092500,12
1042351540357410800,37
1042351890212839400,32
1042353956582830100,25
1042362602020528100,52
1042364984066547700,10
1042379133408436200,10
1042380613683237e3,10
1.0423852175650161e+18,21
1042392648261218300,11
1042398926647767e3,13
1042406654854279200,17
1042409203686678500,368
1042412440678539400,11
1042419852542193800,17
1042428908573024300,42
1042429000822349800,12
1042433379386441700,15
1042444739566624800,18
1042448238144643100,10
1042453898152366100,13
1042454865648074900,10
1042457660161835e3,72
1042460237297602600,17
1042474052118609900,12
1042481418461429800,11
1042487777449828500,12
1042490667954368500,11
1042497774875566100,14
1042498489647653e3,11
1042500383845826600,13
1042502961836904300,17
1042509083394433e3,14
1042542124057681900,13
1042557820154073100,20
1042600574003425300,17
1042626729540497400,18
1042651327313195e3,35
1042671347846053900,10
1042678223623151600,16
1042695707231170600,143
1042699453814267900,20
1042702375981654e3,15
1042726897375948800,22
1042731867982712800,12
1042734533077033e3,16
1042740796171137e3,26
1042749545027969e3,11
1042759604122341400,23
1042770507299520500,21
1042774352352239600,18
1042776566797877100,828
1042776620292079600,15
1042776800601022600,35
1042777156651286500,16
1042799121718014e3,15
1042799341721854e3,10
1042800265722777600,80
1042820218274422800,17
1042852184847786e3,73
1042852944218153e3,10
1042858686555844600,40
1042861527248695300,69
1042862018917744600,71
1042873353667657700,47
1042876358756651e3,28
1042880279357087700,20
1042891766905626600,10
1042902479833317400,15
1042924573774110700,25
1042938338016219e3,38
1043001859344977900,21
1043009311692087300,11
1043032020618596500,14
1043034470545154e3,22
1043045890129195e3,11
1043057421692936200,10
1043057990058868600,44
1043062983163867e3,17
1043063381501141e3,37
1043063628029743100,10
1043073593553440800,19
1043075180862623700,19
1043077975158210600,58
1043083214364008300,15
1043088766674632700,12
1043097262082142200,19
1043117315687153800,10
1043117580582576100,13
1043117796715122700,47
1043123784419561500,25
1043129437481525100,15
1043137565233242100,11
1043140049859170300,11
1043144961909289e3,10
1043148797818429400,15
1043165898146820100,10
1043166121644490900,10
1043168007495802900,18
1043168650553962500,30
1043169424642134e3,24
1043190886199382e3,10
1043207092562284500,60
1043211471281442800,30
1043212643622940700,11
1043213780791033900,31
1043223188325511200,10
1043225212102340600,12
1043236862696063e3,123
1043248952852799500,17
1043253647369543700,11
1043254260987846700,12
1043262470096388100,33
1043264434330894200,49
1043282660163035e3,25
1043290296325427200,116
1043341125300437e3,10
1043378258106933100,17
1043388237530755100,12
1043397314851811300,10
1043405803942813700,17
1043415733978447900,11
1043450516704055300,13
1043454570251411500,14
1043460284835405800,39
1043466911101734900,10
1043486143562551300,11
1043493670396289e3,13
1043513329074024300,10
1043518345025339400,16
1043521502941982700,20
1043527597802557400,12
1043530424344023e3,26
1043534767684243500,10
1043548482747998200,11
1043549607261810700,20
1043561017983275e3,36
1043561027261136900,18
1043595171835842600,24
1043597448604733400,13
1043650990413688800,19
1043661721305579500,30
1043727653071740900,75
1043750761669304300,70
1043769215419932700,20
1043775961781755900,31
1043777010420596600,15
1043786392675979400,10
1043794022073020400,16
1043796841408725e3,154
1043804621343535100,11
1043811594260676600,14
1043812086873288700,13
1043833583381688300,25
1043834420225019900,19
1043837336793088e3,24
1043844188801040400,15
1043845373247279100,10
1043853526504493e3,24
1043854965188558700,10
1043874440151478300,22
1043876410706862100,18
1043889924200697900,17
1043891483286401e3,12
1043897782426316800,15
1043899062309859300,13
1043902765846720500,21
1043907550691905400,33
1043909374417260500,11
1043910315640057900,15
1043915028813021200,11
1043915055073579e3,25
1043925976059646e3,22
1043939734387593200,51
1043951937404751900,17
1043996386197418e3,12
1044017272413720600,14
1044018793956225e3,10
1044091492694937600,30
1044093875751551e3,12
1044135076173361300,53
1044140737401679900,14
1.0441425416654479e+18,15
1044144709608886300,12
1044168629103857800,12
1044171509219151900,12
1044178568891314200,11
1044188100191293400,49
1044188589817569300,37
1044189634543202300,14
1044191779996794900,26
1044198156156710900,16
1.0442002902437519e+18,12
1044228873079205900,208
1044233438813990900,49
1044240562432413700,15
1044244684929986600,24
1044245201248800800,67
1044248662329692200,10
1044249228304941e3,27
1044255314202284e3,56
1044255631618773e3,38
1044259796315263e3,13
1044265928219856900,13
1044269555479179400,18
1044272826436538400,10
1044281152989728800,11
1044281168793915400,19
1044296192283299800,17
1044296610497384300,25
1044298156664590200,12
1044320001417760800,11
1044337625920868500,71
1044350419541971e3,11
1044362780948791300,13
1044462979268390900,16
1044476638216560600,25
1044482941559218200,22
1044507945978003500,23
1044513325193855e3,23
1044520422165950600,18
1044540497665183700,18
1044542823767388200,13
1044550723533492200,20
1044553348882583700,22
1044557797189451800,14
1044563506501218300,14
1044592008285827100,46
1044598939280912400,14
1044601981321584600,17
1044605746426638200,15
1044611740628111400,10
1044623991875522600,32
1044637710051418100,10
1044652484734652400,13
1044659417806000100,10
1044662128811102200,19
1044665066124181500,16
1044678016289378300,83
1044680068298145800,25
1044680265338105900,46
1044683677937094700,15
1044690571254739e3,13
1044705273758257300,27
1044720957410226200,13
1044837752137748500,13
1044847516070670200,19
1044854632101621800,10
1044860111091626e3,21
1044877357004279800,11
1044892841426800600,15
1044896264876412900,16
1.0449024791529841e+18,18
1044913719023677400,33
1044918243817922600,10
1044934015919231e3,21
1044953398578213e3,14
1044958369293979500,11
1044958476739506200,10
1044961547179692e3,15
1044973483036430200,13
1044984741823426600,17
1044990437042376700,30
1044991361798348800,10
1044994649595793400,14
1044995170184376300,28
104499651525154e4,10
1045008685523718100,52
1045016701136511e3,11
1045020301992579100,23
1045025407324557300,17
1045032424428773400,47
1045032765660565500,215
1045037230476144600,20
1045042849610420200,25
1045061227435741200,27
1045068578154848300,19
1045119569956868100,11
1045177624677535700,12
1045190572842078200,19
1045196641010094100,19
1045213601601081300,10
1045221130557169800,34
1045239469937487900,18
1045242328749944800,16
1045248152612286600,16
1045252623463579500,16
1045259941295132700,30
1045289677182382100,50
1045292545893445600,65
1045298654595174400,18
1045298758110654600,13
1045302985570615300,10
1045323718707294200,35
1045345721401118700,10
1045347160575938600,26
1045347575614910600,40
1045352425295614e3,13
10453623120797e5,39
1045381125647011800,13
1045383580023763e3,11
1045388900078944300,14
1045392057601347600,57
1045393303284387800,10
1045403104252965e3,40
1045403905985839100,14
1045408101640351700,18
1045417591639035900,13
1045428409265000300,17
1045444971648741400,39
1045470887896584200,18
1045494150374797300,23
1045502595861688300,12
1045526182542872600,22
1045544787577835500,17
1045558202279120900,17
1045565155067797500,24
1045572508932603900,10
1045577159551725600,59
1045582265387024400,32
1045583199567597600,14
1045593771826712600,42
1045604544695193600,14
1045609464425058300,13
1045609541885399e3,23
1045615562779439100,148
1045623980621803500,84
1045625903668170900,23
1045627700164137e3,21
1045641776407728100,18
1045655328447221800,20
1045655794337943700,44
1045660835119607800,16
1045664816608825300,20
1045670429237620600,54
1045673480992293e3,35
1045705309782716400,20
1045710483427414e3,97
1045716692217856e3,91
1045719581376024600,11
1045723420405772300,14
1045734003922415600,24
1045754325635674100,11
1045754668897497100,10
1045770208965742600,18
1045779868439498900,34
1045788413906112500,12
1045789588923580400,14
1045798594832421e3,69
1045815624813940600,10
1045816144626679800,31
1045816458993954800,10
1045821672954253300,74
1045837755543097300,10
1.0459089278404239e+18,27
1045918097851510800,11
1045929315198750700,15
1045942497036382200,14
1045966961912500200,19
1045967754732425200,12
1045991478521208800,12
1046001679840235500,12
1046013861214793700,10
1046021000230580200,40
1046025332048973800,29
1046039206148141e3,20
1046044156483829800,70
1046051870580645900,53
1046073603740106900,27
1046077115505004500,12
1046078663920357400,14
1046095724197408800,19
1046095897145331700,10
1046097347225227400,14
1046100668736581600,70
1046117701163380600,10
1046118177715998700,11
1046123837379760100,16
1.0461280194699919e+18,234
1046129642124513300,10
1046132234661621800,12
1046134722408173600,19
1046136104645275500,11
1046140398517854200,16
1046161613961744400,62
1046165427754344300,63
1046173851170865300,14
1046177512529768300,172
1046183301839540200,15
1046222621061390200,18
1046283646662053900,25
1046314113343918100,30
1046327533791260700,10
1046330116245205e3,10
1046338046508052500,18
1046341898900852600,18
1046347045076967400,10
1046348899475222500,45
1046349257513599e3,14
1046353586639319e3,154
1046355602933502e3,18
1046375508982865900,32
1046376905757380600,17
1046379746861436900,10
1046383837989806100,32
1046394517300138e3,21
1046398381982126100,17
1046403610815410200,17
1046403753157578900,160
1046409064815767700,10
1046411690429083500,23
1046412288130011e3,20
1046414151873175700,19
1046421159959568400,22
1046424240248049800,35
1046428681709793300,11
1046430437147652100,10
1046451261787312100,19
1046452401295814700,13
1046454646053773300,12
1046476344962568200,34
1046479316517900300,11
1046484492481962e3,74
1046497232206417900,20
1046509711401648100,30
1046511083589111800,11
1046536519429886e3,18
1046537597143711700,15
1046592220453916700,108
1046616004200157200,17
1046668377622761500,18
1046669954035195900,10
1046671555969908600,42
1046684448799027200,18
1046687455024480300,10
1046690733951013e3,14
1046692297654636500,18
1046692313555243e3,104
104669445429026e4,13
1046696001011175400,20
1046699675217272800,10
1046703577832525800,16
1046722293949493100,23
1046722781843517400,15
1046723005110345700,21
1046733983667638300,22
1046745628297039900,56
1046748266594021400,10
1046756254843121800,11
1046764578930077700,17
1046772441605959700,30
1046772870662242300,25
1046777763867316200,54
1046785682763583500,10
1046786974659612700,14
1046789467128954900,10
1046799844034203500,43
1046800255172399100,59
1046806168117686300,17
1046820165139267600,21
1046821244535013400,10
1046824558630776800,15
1046833914990530600,40
1046834635701997600,11
1046843446592442400,14
1046847480506257400,37
1046851762106376200,17
1046863269997236200,15
1046863921402011500,126
1046882827025957e3,27
1046885203791286300,37
1046887357906137100,38
1046935567437639700,20
1046947679526367200,13
1047003586431979500,23
1047020146009808900,14
1047022859699261400,17
1047024659181514900,12
1047032644842741800,105
1047033461163397100,11
1047036401953509400,25
1047054641647759400,13
1047065933217484800,10
1047077574483034100,37
1047089240922820600,57
1047095503983390700,41
1047102213099855900,12
1047111641471627400,29
1047112529443545100,13
1047123868182306800,21
1047125152029397e3,11
1047127140200800300,49
1047157619746586600,17
1.0471826102403441e+18,41
1047183063699136500,10
1047185652364857300,17
104719322505071e4,17
1047199757150707700,21
1047202783177400300,66
1047204882443378700,83
1047208078041657300,17
1047211386856722400,11
1047228322608861200,20
1047230609993752600,19
1047251392635830300,20
1047272237773013e3,19
1047360180999086100,13
1047375161522098200,18
1047383461357605e3,23
1047388950229372900,37
1047396434608369800,18
1047398371160469500,19
1047403179900633100,169
1047408279037648900,16
1047418077032472600,13
1047420709046296600,10
1047422395827572600,12
1047428658028302200,20
1047432640914251800,13
1047438785410224100,35
1047440412934328300,22
1047441551662702600,13
1047443113931886600,20
1047445847640817800,16
1047457080431525900,12
1047464701637136400,15
1047466627640512500,11
1047495691956830200,14
1047498205276123e3,12
1047523211615883400,16
1047528292172091400,10
1047547037066121200,48
1047547612067389400,11
1047560149244805100,10
1047565728629608300,32
1047569472113053700,29
1047575025300201500,10
1047577320113020900,13
1047586212561801200,16
1047589697550258200,10
1047595594997538800,10
1047623101373190100,22
1047629769817428e3,289
1047749152208244600,244
1047755484223217800,13
1047762761223233400,24
1047772179524456300,11
1047777604927979500,12
1047783144685015e3,12
1047784020430540800,42
1047788602036506600,22
1047855927179857900,45
1047858660414820500,29
1047860296734453800,12
1047865405589606400,26
1047869609943203800,13
1047897153421697e3,10
1047899311504277500,17
1047915951369465900,42
1047919696480276500,14
1047939172638609400,23
1047947914595770400,10
1047951547689316500,17
1047954126980730900,14
1048004544477712400,28
1048028551847575700,13
1048059967167762400,11
1048065945019830300,10
1.0481137773743759e+18,14
1048117006271221800,54
1048119906955395100,26
1048121202164867100,51
1048123179607027700,13
1048133882040766600,10
1048134530060750700,10
1048135470947999700,12
1048139707685765100,25
1048153757257781100,33
1048153913373990900,16
1048160171464294400,16
1048167261331247100,10
1048168914356719600,26
1048169018602004500,13
1048172570879713300,14
1048179070813556600,24
1048182647095251e3,10
1048183456570773500,10
1048190594508607500,44
1048195111274700800,15
1048209052080267400,11
1048221580189425800,10
1048222202167013400,12
1048223840164372500,15
1048225785629356e3,10
1048235459833421800,14
1048238219509342200,12
1048241565741830100,95
1048256199035166700,16
1048272363786260500,11
1048276973473210400,19
1048284328655040500,13
1048286680543846400,13
1048286706544377900,17
1048303208198750200,13
1048305671404437500,12
1048307980767297400,13
1048313919150968800,13
1048316635055046700,10
1048325085659058200,64
1048325273714876400,11
1048336887612694500,11
1048356036736946200,27
1048372101537845100,12
1048382954811142100,18
1048494250197807100,17
1048497260114395e3,14
1048509085199609900,10
1048511156829261800,15
1048515978001375200,10
1048516696473002e3,73
1048522629831901200,47
1048533121526890500,13
1048536677264842900,13
1048538740984090600,18
1048557204926812200,34
1.0485584508532081e+18,11
1.0485636530988401e+18,23
1048565819024842900,12
1048566599085707400,16
1048570830005960700,10
1048581593273708500,14
1048591613302378500,139
1048608874364915700,58
1048611742115348500,18
1048616694086815700,17
1048623148776742900,12
1048638157900734600,11
1048641160233848800,33
1048644225523507200,110
1048651640235053e3,105
1048666282789413e3,10
1048673198601068500,12
1048679701437435900,11
1048730022113173500,19
1048737108322607100,34
1048799455322026e3,17
1048807217993060500,10
1048814081615056900,18
1048814555252633600,12
1048838053932847100,23
1048854552668197e3,22
1048865093314912300,13
1048865251746373600,12
1048868750500552700,20
1048872180736512e3,18
1048876404379717600,19
104887963234125e4,13
1048880711434997800,27
1048894082209263600,67
1048898789363384300,12
1048914401607209e3,14
1048925244377980900,57
1048928573980115e3,23
1048929931009376300,53
1048931860322168800,10
1048957505928355800,23
1048961029969989600,25
1048964756776915e3,25
1048966137856319500,20
1048970626399129700,15
1048974088377696300,17
1048976558147489800,11
104897877626735e4,10
1048986245328785400,11
1048991407560687600,41
1048996878006849400,24
1049005303226875900,46
1049027418625855500,13
1049039009807257600,55
1049048348349673500,18
1049071529324109800,78
1049077018422390800,81
1049126153636782100,14
1049173411992240100,11
1049193689115967500,13
1049197982632042500,16
1049204112749944800,18
1049204377410523e3,13
1049208310296203400,21
1049230412269191200,13
1049240355588202500,35
1049241252393312300,15
1049243617712398200,73
1049245767767085e3,106
1049248026185928700,66
1049252569497960300,10
1049259983077036e3,131
1049260548146249700,13
1049272508116082700,20
1049273291523940500,20
1049273441008930800,126
1049274817977962500,46
1049278580918825e3,13
1049297185836355600,34
1049306388604833800,13
1049314311821307900,12
1049337204315754500,16
1049339381981622300,10
1049344180215009300,15
1049352233291321300,11
1049357421464961e3,14
1049361021394149400,23
1049372109863047200,18
1049372901512810500,17
1049412830011764600,15
1049416760250814600,20
1049446449761660900,67
1049467425899434e3,16
1049543539733012500,12
1049572636249006100,17
1.0495726507528561e+18,11
1049578322848612500,20
1049583710847336300,10
1049594864231489400,13
1049602028920602600,16
1049603166415798300,13
1049613987732701200,33
1049614301521203200,38
1049627732383031300,22
1049633852543684600,17
1.0496351773984399e+18,15
1049636341376577400,21
1049637456256090100,19
1049653360331317100,11
1049653524034977800,10
1049653610890649600,15
1049656990174245e3,34
1049657755903152100,12
1049658188633653100,12
1049658708375023600,68
1049662115043307500,12
1049666053364703200,21
1049670883521061e3,11
1049682462761205800,128
1049683620095496200,13
1049689653887070200,14
1049695740090609800,106
1049703443764600800,43
1049718553937621e3,20
1049723349226704900,18
1049724184258113400,11
1049728567087702e3,11
1049731378890375200,22
1049735040924610600,48
1049736642167283700,22
1049746443815329800,27
1049748231595446300,10
1049755213979152400,15
1049758082174242800,18
1049761461164302200,19
1049761602243895300,12
1049771312086954e3,10
1049779408993771500,21
1049785254351958e3,10
1049876368526364700,48
1049884852571529200,12
1.0499185097304719e+18,13
1049930125998006300,11
1049930183799648300,23
1049945001785024500,19
1049955240714354700,12
1049963817965420500,11
1049972670467575800,18
1049994014508937200,22
1050002750736662500,45
1.0500050759497359e+18,12
1050030532246036500,10
1050032903441317900,18
1050051062080651400,25
1050052585225416700,14
1050056794519851e3,10
1050057313229434900,21
1050064984292683800,55
1050072835950071800,28
1050087805362286600,14
1050092782965219300,51
1050095371148582900,10
1050102361077797e3,13
1050110280779386900,13
1050112513164087300,19
1050113670842380300,13
1050113894839144300,14
1050127703922360300,55
1.0501277108304241e+18,12
1050131301519511700,11
1050177591087456300,50
1050262740378546200,28
1050302507115798500,83
1050310720175390700,11
1050312907874021400,124
1050334617209847800,11
1050335997630849e3,10
1050340524509540500,10
1050353799066464300,13
1050355821174030200,11
1050358671216177300,11
1050379013217288200,11
1050383657511333900,14
1050386243467526100,28
1050391130066554900,24
1050397118475759600,10
1050400381249962e3,177
1050405680673382400,33
1050412114924490900,37
1050413218311606300,43
1050414644735746e3,11
1050416887585263600,11
1050426623126847500,14
1050435506276901e3,11
1050440894820831200,23
1050442798812545e3,11
1.0504456611104399e+18,20
1050464457338642400,19
1050465508737339400,10
1050467162400464900,16
1050470123923021800,33
1050484634025377800,12
1050489459064619e3,13
1050500356025794600,19
1050501292483862500,11
1050507971648790500,17
1050597054232256500,19
1050601210468687900,10
1050654438216491e3,16
1050655031278497800,57
1050675021201461100,23
1050691299156877300,10
1050693889420595200,10
1050730473490669600,31
1050732193046257800,36
1050741596667429e3,14
1050747235628187500,10
1.0507524505238159e+18,18
1050763088516079600,19
1050786577239171100,186
1050795417208787e3,13
1050796624224628600,12
1050801972608204800,19
1050803557891539e3,15
1050804683890143200,16
1050813735122686e3,10
1050815268371480600,34
1050825541618683900,10
105083304930125e4,80
1050843197939875800,30
1050856057852039200,11
1050856254724296700,40
1050861271371923500,10
1050861869655830500,57
1050869752535687200,14
1050985425802850300,40
1051034300966207500,23
1051040828926414700,10
1051052870743851e3,32
1051058502536441900,12
1051064646990479400,73
1051096421330497400,23
1051111705206513800,11
1051122912613322900,11
1051131156513611800,13
1051139177922859e3,10
1051148206359412600,22
1051154010944806900,12
1051155679162093600,11
1051169340819742700,119
1051176610299347e3,20
1051178797679202300,14
1051199638835998700,67
1051210269119172600,122
1051220757035045e3,16
1051227967949541400,28
1051256707828121600,10
1051262402317221900,30
1051287376415273e3,24
1051344228842913800,56
1051357472131338200,28
1051383292451115e3,20
1051388216857780200,30
1051397974440505300,43
1051402467768963100,25
1051414194472521700,17
1051416211324571500,10
1051420217031692300,21
1051426513726439400,23
105142934035601e4,10
1051438255042908200,22
1051448208302465e3,15
1051451091353829400,36
1.0514528424966799e+18,10
1051454814364848100,17
1051457387549347800,35
1051463781090512900,13
1051476815271915500,10
1051477185553453e3,16
1051481793914843e3,12
1051497108073787400,30
1051504526891593700,17
1051509856790810600,13
1051513721774886900,27
1.0515141097227919e+18,10
1051518118625972200,17
1051524741494902800,95
1051524955735814100,10
1051528477139263500,10
1051531202463760400,11
1051532804541083500,25
1051540338064744300,11
1051541181254066200,32
1051542241716637700,21
1051554601676230700,26
1051573043523448800,13
105158912683375e4,10
1051592186335285100,12
1051597007637409800,16
1051598307062149100,11
1051608851592765400,17
1051609189884276600,23
1051610156369371e3,14
1051620173403381800,24
1051651395319943200,14
1051711648631849e3,24
1051734427498438700,20
1051743697879077e3,11
1051750691331600400,10
1051752138697785300,12
1051753081032060900,10
1051754772645236600,24
1051757248047972500,21
1051765310435614700,18
1051768250651037700,36
1051788832037843e3,12
1051811004001050600,27
1051817188116574200,13
1051827545262485500,10
1051828328037003400,123
1051829550206918700,40
1051831608259555300,18
1051844424626524200,22
1051848619408744300,12
1051857347654619e3,30
1051860577382002700,24
1051866727158562800,13
1051874403582181400,27
1051882669875843100,17
1051884635351904300,22
1051910461560623100,21
1051910755560374300,15
1051924389883719700,66
1051930724171964400,26
1051977527302996e3,60
1052063504755249300,15
1052115519292301300,34
1052116453451808800,10
1052117986256060400,16
1052120145995489300,15
1052132829906243600,23
1052134483036709e3,11
1052136290685243400,69
1052150094622060500,17
1052152458850562e3,11
1052160087601614700,17
1052163615111999500,30
1052168433004150800,35
1052174931809771500,43
1052182651615027200,40
1052187704845164500,21
1052189541526896600,17
1052195019375882200,30
1052197221050081300,10
1052203865314078700,11
1052205988672139400,21
1052211345280696300,60
1052217749378920300,11
1052227007348654100,41
1052234202933022700,15
1052240469315506200,18
1052255893721677800,12
1052263574712869e3,28
1052263852174438400,12
105226612003038e4,14
1052273048567537800,20
1052274896653471700,42
1052287341618970600,29
1052294331393032200,66
1052299021090476e3,22
1052301099154239500,30
1052302945365229600,10
1052304314750984200,26
1052315163783819400,13
1052315479300366200,23
1052317994859327500,33
1052318929799012500,24
1052348754446229500,15
1052361761469263900,17
1052386184507187200,11
1052450573344264200,28
1052451328486719500,12
1052483032160948200,14
1052490797713633300,10
1052504450789793800,13
1052504748144947200,15
1052507084787466200,50
1052517348643606500,15
1052517569947717600,19
1052528314651308e3,12
1052531224667934700,38
1052536141554040800,11
1052538694589210600,20
1052540166156550100,13
1052540459740991500,16
1052555354364698600,17
1052562101598871700,16
1052564776210128900,16
1052572358320504800,42
1052576006777778200,25
1052578275753689100,24
1052581285909000200,10
1052582211118161900,40
1052584280998768600,16
1052590170824998900,63
1052596319175487500,63
1052597701643329400,15
1052599350335946900,18
1052608392693510100,11
1052608502500417400,15
1052611437581885400,35
1052635555694092300,39
1052652005276172300,26
1052653849901711400,11
1052664130811904e3,12
1052666660153376800,13
1052670108664033300,17
1052671046179000300,11
1052681568521609200,20
1052682430757462e3,10
1052709753951068200,14
1052737536219582600,20
1052764303957352300,14
1052795403681390600,14
1052807038256861200,51
1052841539850907500,14
1052847092719374200,36
1052848429599055900,25
1052851589147287700,442
1052876753247633400,20
1052886209847013400,13
1052892163602899e3,10
1052895289537912800,13
1052896150070730900,15
1052911042387431400,68
1052914478633967600,25
1052915443244109800,32
1052924343305539600,13
1052948284355109e3,13
1.0529656892235121e+18,11
1052970535838240800,18
1052986785238851600,57
1052995476394524700,37
1052996513918578700,83
1052997590709620600,10
1053003437170982900,27
1053009617645723500,23
1053034438819541e3,23
1053041985991430100,21
1053047701041004500,69
1053064302310182900,14
1053068882972495900,14
1053104417363423200,83
1053154887666753400,11
1053177289142427500,22
1053180292989702100,23
1053181827832254600,11
1053189715426533400,19
1053192846235328500,14
1053194635852558200,23
1053201365558878200,13
1053204449039183900,36
1053204506903748600,14
1053209033912582100,53
1053216156948021100,10
1053225600838783e3,23
1053237480533778400,15
1053241264014004200,25
1053256355233124500,10
1053257764447928300,11
1053269488022552600,12
1053279624690569200,30
1053287888333561900,10
1053293490338254700,129
105330243974144e4,18
1053302808928272400,18
1053306059169894400,12
1053335426432417800,41
1053336740403073e3,22
1053337938782757e3,11
1053339671177150600,10
1053343873513218e3,13
1053357459258179600,28
1053361128783429600,24
1053363332361662600,19
1053375025615720300,14
1053381104248459400,30
1.0533864907624079e+18,11
1053396318507466900,11
1053404363002167300,11
1053409378446045200,33
1053416474004602900,104
1053421625046118400,11
1053425244814393300,16
1053430355271864300,11
105354583363806e4,18
1053561869464690700,11
1053581361171316600,50
1053584218100584300,15
1053588105591164900,16
1053590976294350700,34
1053594199248027500,12
1053605720577466400,19
1053605906326413300,13
1053608345221951500,10
1053615977148174200,17
1053623756059492500,19
1053632972073697300,25
1053635568654004200,18
1053647245059473400,71
1053650994503004200,23
1053652017481171e3,11
1053660831605502e3,21
1053666972397899800,14
1053667483238965100,18
1053667840333627400,10
1053669176609513500,11
1053669291449598e3,13
1053676582815125500,51
1053685785650757600,15
1053701818570760200,10
1053703767357571100,16
1053704067392946200,56
1053712168716247e3,28
1053718489825980400,30
1053733008623239200,14
1053738649714597900,20
1053740681569751e3,10
1053744746483667e3,12
1053748271175348200,15
1053756781615296500,10
1053763423362801800,15
1053769875808837600,22
1053775072161419400,16
1053777087381860500,15
1053777479335317500,43
1053802346139082900,15
1053812293509791700,29
1053904022300749800,33
1053915118046773100,18
1.0539177625680241e+18,15
1053922995222274e3,15
1053935807952760800,24
1053938430609113100,13
1053946354467291e3,14
1053952298399998e3,23
1053980335455781e3,27
1053986667843993600,33
1053998601842638700,17
1054009243714707500,32
1054010390357504e3,61
1054015898355425300,16
1054016712981577700,23
1054027987795017700,16
1054034037730435100,44
1054036019845173100,10
1054047457028567e3,97
1054048426256748500,15
1054050109820936200,20
1054054782414061600,22
1054058968602030100,19
1054065163991728100,14
1.0540657236921999e+18,20
1054074684042608600,32
1054088544178896900,15
1054116312346173400,11
1054123066991743e3,11
1054128415291383800,11
1054147358265630700,10
1054170603954024300,12
1054177261631479800,21
1054218699232682e3,111
1054236874817069e3,78
1054290109032476700,10
1054290660990304300,14
1054302430240915500,11
1054305343323414500,21
1054309310145224700,22
1054341725064441900,13
1054342886656037e3,11
1054353865099919400,10
1054357582511566700,45
1054359974539939800,34
1054361172210786300,18
1054368264288157700,124
1054378476281716600,99
1054393796023201800,11
1054408785077383200,14
1054414317590900600,84
1054418185116627e3,31
1054420405446938600,12
1054422400891265e3,139
1054423868155273200,11
1054436402887360500,11
1054444441514246100,158
1054446250500735e3,11
1054449959859306500,11
1054473569768480800,59
1054474652716810200,14
1054483037092827e3,41
1054485143338053600,30
1054496193638731800,19
1054497358539571200,19
1054513344131092500,17
1054566406015082500,49
105458060393549e4,23
1054583260481814500,14
1054593563999289300,10
1054625893593870200,25
1054628530473107500,44
1054629603489263600,24
1054629680396021800,40
1054640960380923900,13
1054649432023711700,13
1054651141689106400,17
1054651433927110700,11
1054672273003761800,14
1054673922417934200,15
1054678412714016800,18
1054682335059304300,45
1054693255110189e3,22
1054694593848098800,19
1054711979854753800,11
1054714698879459300,11
1054720159838015500,49
1054721917540741100,28
1054723032005124100,19
1054728656419995500,11
1054729839398260600,12
1054730341682946e3,12
1054751361911480300,10
1054756005861568500,14
1054758734331867e3,10
1054764187933687800,15
1054776213342953500,11
1054783016902541300,13
1054793624116957200,11
1054793658262806500,78
1054795506357096300,16
1054804464195067900,11
1054804937601900500,31
1054809208233885700,19
1054812937599238100,19
1054815899969089400,112
1054816231511998600,24
1054821946846863400,19
1054825098857889800,12
1054831076017868800,113
1054840767347417100,13
1054852636455981e3,15
1054948701628710900,37
1054968901778456600,23
1054994211169333100,16
1054994552736620500,63
1054995136818618400,13
1054998769798991900,10
1055002382667599900,14
1055008037042303e3,48
1055008446393868300,14
1055015751831220200,170
1055018491705806700,30
1055021146775740400,10
1055027600245055500,12
1055029009317331e3,12
1055031282722332700,14
1055070859403112300,13
1055078766899277800,16
1055081422342549500,14
1055085342410321900,14
1055090963067125800,16
1055102539492933600,74
1055104263012147200,56
1055109225888800800,91
1055115601809678200,12
1055116891088474100,31
1055120581111283700,16
1055121740970496e3,13
1055123975838330900,16
